시도명,시군구명,학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
강원도,홍천군,B000009821,팔렬중학교,중학교,1963-03-18,사립,본교,운영,강원도 홍천군 내촌면 물걸리  252,강원도 홍천군 내촌면 동창로  207,7800000,강원도교육청,7881000,강원도홍천교육지원청,2013-11-29,,37.7831964,128.1509076,2017-09-05
강원도,평창군,B000009850,용전중학교,중학교,1971-12-27,공립,본교,운영,강원도 평창군 용평면 용전리  207-1,강원도 평창군 용평면 도사길  9,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,,37.6085246,128.4390558,2017-09-05
강원도,정선군,B000009853,정선중학교,중학교,1946-07-16,공립,본교,운영,강원도 정선군 정선읍 봉양리  153-1,,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.3781631,128.6616971,2017-09-05
강원도,정선군,B000009854,고한중학교,중학교,1975-07-10,공립,본교,운영,강원도 정선군 고한읍 고한리  80,강원도 정선군 고한읍 고한9길  160,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.2063037,128.8521477,2017-09-05
강원도,정선군,B000009855,여량중학교,중학교,1964-12-19,공립,본교,운영,강원도 정선군 여량면 여량리  87,강원도 정선군 여량면 여량7길  42,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.4693299,128.7266973,2017-09-05
강원도,정선군,B000009856,나전중학교,중학교,1985-12-26,공립,본교,운영,강원도 정선군 북평면 남평리  571,강원도 정선군 북평면 남평강변로  406,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.4415001,128.6642001,2017-09-05
강원도,정선군,B000009857,화동중학교,중학교,1954-11-01,공립,본교,운영,강원도 정선군 화암면 화암리  386,강원도 정선군 화암면 그림바위길  50,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.3395246,128.7874998,2017-09-05
강원도,정선군,B000009858,임계중학교,중학교,1952-07-02,공립,본교,운영,강원도 정선군 임계면 봉산리  241-2,강원도 정선군 임계면 백두대간로  1313,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.4921033,128.8451995,2017-09-05
강원도,정선군,B000009859,사북중학교,중학교,1967-05-06,공립,본교,운영,강원도 정선군 사북읍 사북리  286,강원도 정선군 사북읍 소금강로  3640,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.2279814,128.8280261,2017-09-05
강원도,정선군,B000009860,문곡중학교,중학교,1969-12-15,사립,본교,운영,강원도 정선군 남면 문곡리  317-24,강원도 정선군 남면 칠현로  46,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.2656869,128.7400891,2017-09-05
강원도,철원군,B000009861,신철원중학교,중학교,1955-12-02,공립,본교,운영,강원도 철원군 갈말읍 지포리 85,,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2016-12-12,38.1462893,127.3039663,2017-09-05
강원도,철원군,B000009862,철원중학교,중학교,1955-08-15,공립,본교,운영,강원도 철원군 철원읍 화지리 54,강원도 철원군 철원읍 금학로251번안길 12,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2016-05-17,38.2105555,127.2113225,2017-09-05
강원도,철원군,B000009863,김화중학교,중학교,1955-04-25,공립,본교,운영,강원도 철원군 서면 와수리 589-5,,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2016-07-04,38.2429469,127.4349464,2017-09-05
강원도,철원군,B000009864,철원여자중학교,중학교,1971-11-20,공립,본교,운영,강원도 철원군 동송읍 이평리  862,강원도 철원군 동송읍 이평로123번길  40,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,,38.2046398,127.2104008,2017-09-05
강원도,철원군,B000005168,청양초등학교,초등학교,1955-05-02,공립,본교,운영,강원도 철원군 김화읍 청양리 870-2,강원도 철원군 김화읍 청양로 381-19,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2016-06-21,38.2450507,127.3770003,2017-09-05
강원도,철원군,B000005169,와수초등학교,초등학교,1955-09-05,공립,본교,운영,강원도 철원군 서면 와수리  1137-2,강원도 철원군 서면 와수로  121,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,,38.2356750,127.4343877,2017-09-05
강원도,철원군,B000005170,근남초등학교,초등학교,1956-04-26,공립,본교,운영,강원도 철원군 근남면 육단리 285-2,강원도 철원군 근남면 육단2길 34,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2016-05-17,38.2385853,127.4704581,2017-09-05
강원도,화천군,B000005171,화천초등학교,초등학교,1912-03-30,공립,본교,운영,강원도 화천군 화천읍 아리 211-2,강원도 화천군 화천읍 화천새싹길 57,7800000,강원도교육청,7941000,강원도화천교육지원청,2013-11-29,2017-08-23,38.1052415,127.7087339,2017-09-05
강원도,화천군,B000005172,용암초등학교,초등학교,1943-05-20,공립,본교,운영,강원도 화천군 하남면 용암리  1048,강원도 화천군 하남면 용화산로  1325,7800000,강원도교육청,7941000,강원도화천교육지원청,2013-11-29,,38.0889649,127.6995371,2017-09-05
강원도,화천군,B000005173,상승초등학교,초등학교,1938-04-20,공립,본교,운영,강원도 화천군 상서면 파포리  291,강원도 화천군 상서면 평촌길  126-30,7800000,강원도교육청,7941000,강원도화천교육지원청,2013-11-29,,38.1571238,127.6497979,2017-09-05
강원도,화천군,B000005174,산양초등학교,초등학교,1924-04-15,공립,본교,운영,강원도 화천군 상서면 산양리  707,,7800000,강원도교육청,7941000,강원도화천교육지원청,2013-11-29,,38.2128116,127.6622521,2017-09-05
강원도,원주시,B000004902,신림초등학교,초등학교,1925-09-24,공립,본교,운영,강원도 원주시 신림면 신림리 512-2,강원도 원주시 신림면 치악로 34,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2017-02-06,37.2313706,128.0783157,2017-09-05
강원도,원주시,B000004903,서곡초등학교,초등학교,1948-12-14,공립,본교,운영,강원도 원주시 판부면 서곡리  1110,강원도 원주시 판부면 용수골길  159,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.2979797,127.9387522,2017-09-05
강원도,원주시,B000004904,금대초등학교,초등학교,1943-04-09,공립,본교,운영,강원도 원주시 판부면 금대리 1444-2,강원도 원주시 판부면 금대길 10,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2017-02-06,37.2889744,127.9967355,2017-09-05
강원도,원주시,B000004905,고산초등학교,초등학교,1943-04-10,공립,본교,운영,강원도 원주시 호저면 고산리  260,강원도 원주시 호저면 호저로  873,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.4459457,127.9277471,2017-09-05
강원도,원주시,B000004906,만종초등학교,초등학교,1946-04-03,공립,본교,운영,강원도 원주시 호저면 만종리 610,강원도 원주시 호저면 원문로 599,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2017-02-06,37.3554006,127.9014812,2017-09-05
강원도,원주시,B000004907,호저초등학교,초등학교,1934-04-01,공립,본교,운영,강원도 원주시 호저면 주산리  511,강원도 원주시 호저면 호저로  428,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.4116634,127.9262251,2017-09-05
강원도,원주시,B000004908,비두초등학교,초등학교,1947-09-01,공립,본교,운영,강원도 원주시 문막읍 비두리  2181,강원도 원주시 문막읍 귀문로  1070,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.2616649,127.8346106,2017-09-05
강원도,원주시,B000004909,황둔초등학교,초등학교,1935-07-07,공립,본교,운영,강원도 원주시 신림면 황둔리  350,강원도 원주시 신림면 신림황둔로  1185,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.2612344,128.1865559,2017-09-05
강원도,원주시,B000004910,산현초등학교,초등학교,1933-07-07,공립,본교,운영,강원도 원주시 호저면 산현리  188,강원도 원주시 호저면 칠봉로  347,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,,37.4250178,127.8934271,2017-09-05
강원도,강릉시,B000004912,초당초등학교,초등학교,1992-06-05,공립,본교,운영,강원도 강릉시 초당동 산16,강원도 강릉시 연당길 35-11(초당동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2017-08-09,37.7816844,128.9137550,2017-09-05
강원도,강릉시,B000004913,동명초등학교,초등학교,1938-07-04,공립,본교,운영,강원도 강릉시 송정동  168-1,강원도 강릉시 경강로  2473(송정동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.7753299,128.9289830,2017-09-05
강원도,강릉시,B000004914,명주초등학교,초등학교,1946-03-06,공립,본교,운영,강원도 강릉시 회산동  24,강원도 강릉시 강변로  86-1(회산동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.7425256,128.8783619,2017-09-05
강원도,강릉시,B000004915,모산초등학교,초등학교,1941-09-28,공립,본교,운영,강원도 강릉시 장현동  54-1,,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.7313984,128.9015952,2017-09-05
강원도,강릉시,B000004916,중앙초등학교,초등학교,1957-04-08,공립,본교,운영,강원도 강릉시 입암동  산13-1,강원도 강릉시 성덕포남로  18(입암동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.7578535,128.9228516,2017-09-05
강원도,강릉시,B000004917,경포대초등학교,초등학교,1968-03-25,공립,본교,운영,강원도 강릉시 안현동  106-6,강원도 강릉시 경포로475번길  23-11(안현동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.8048577,128.9004818,2017-09-05
강원도,강릉시,B000004918,교동초등학교,초등학교,1971-10-11,공립,본교,운영,강원도 강릉시 교동 310-1,,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2017-08-23,37.7669824,128.8930470,2017-09-05
강원도,강릉시,B000004919,경포초등학교,초등학교,2003-10-08,공립,본교,운영,강원도 강릉시 교동 1797,강원도 강릉시 솔올로 90(교동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2017-08-23,37.7699421,128.8796875,2017-09-05
강원도,강릉시,B000004920,율곡초등학교,초등학교,2000-03-01,공립,본교,운영,강원도 강릉시 교동 1851,강원도 강릉시 원대로 129(교동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2017-08-23,37.7660848,128.8817389,2017-09-05
강원도,평창군,B000009844,미탄중학교,중학교,1952-09-05,공립,본교,운영,강원도 평창군 미탄면 창리 611,강원도 평창군 미탄면 서동로 3647,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2017-07-31,37.3419379,128.4974212,2017-09-05
강원도,평창군,B000009845,대화중학교,중학교,1948-10-12,공립,본교,운영,강원도 평창군 대화면 대화리  476,강원도 평창군 대화면 대화중앙로  32-8,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2013-12-02,37.4925699,128.4596506,2017-09-05
강원도,평창군,B000009846,봉평중학교,중학교,1954-05-10,공립,본교,운영,강원도 평창군 봉평면 창동리 332,강원도 평창군 봉평면 기풍4길 27-6,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2017-07-20,37.6179041,128.3813671,2017-09-05
강원도,양구군,B000009872,용하중학교,중학교,1982-11-29,공립,본교,운영,강원도 양구군 남면 용하리  64,강원도 양구군 남면 정중앙로658번길  19,7800000,강원도교육청,7951000,강원도양구교육지원청,2013-11-29,,38.1116516,128.0385569,2017-09-05
강원도,양구군,B000009873,대암중학교,중학교,1971-03-05,공립,본교,운영,강원도 양구군 동면 지석리  470,강원도 양구군 동면 남동로  651,7800000,강원도교육청,7951000,강원도양구교육지원청,2013-11-29,,38.1828689,128.0362939,2017-09-05
강원도,동해시,B000009777,묵호여자중학교,중학교,1967-08-09,공립,본교,운영,강원도 동해시 발한동  377,강원도 동해시 발한로  347(발한동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.5595710,129.1025287,2017-09-05
강원도,동해시,B000009778,북평여자중학교,중학교,1961-03-08,공립,본교,운영,강원도 동해시 단봉동  1-1,강원도 동해시 선돌길  21(단봉동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.4804991,129.1236828,2017-09-05
강원도,동해시,B000009779,동해중학교,중학교,1984-12-31,공립,본교,운영,강원도 동해시 발한동  537-3,강원도 동해시 느릅재길  37(발한동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.5435172,129.0976507,2017-09-05
강원도,평창군,B000009848,대관령중학교,중학교,1969-02-22,공립,본교,운영,강원도 평창군 대관령면 횡계리 340-1,,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2016-07-14,37.6712960,128.7068077,2017-09-05
강원도,평창군,B000009847,진부중학교,중학교,1953-05-20,공립,본교,운영,강원도 평창군 진부면 하진부리  258-2,강원도 평창군 진부면 솔천길  69,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,,37.6355571,128.5526279,2017-09-05
강원도,동해시,B000009780,동해광희중학교,중학교,1967-09-25,사립,본교,운영,강원도 동해시 동회동  136,,7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.4900808,129.1034721,2017-09-05
강원도,양양군,B000009797,강현중학교,중학교,1969-10-14,공립,본교,운영,강원도 양양군 강현면 정암리  562-5,강원도 양양군 강현면 진미로54번길  14,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,,38.1497888,128.6020417,2017-09-05
강원도,삼척시,B000009798,삼척중학교,중학교,1951-09-01,공립,본교,운영,강원도 삼척시 자원동  66,강원도 삼척시 회강길  627(자원동),7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,,37.4382531,129.1435124,2017-09-05
강원도,삼척시,B000009799,삼척여자중학교,중학교,1947-06-15,공립,본교,운영,강원도 삼척시 당저동  96,강원도 삼척시 성당길  63-7(당저동),7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,,37.4447181,129.1600584,2017-09-05
강원도,삼척시,B000009800,삼일중학교,중학교,1981-03-02,사립,본교,운영,강원도 삼척시 남양동 186,강원도 삼척시 사직로 22(남양동),7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,2017-01-10,37.4325537,129.1662713,2017-09-05
강원도,삼척시,B000009801,임원중학교,중학교,1970-12-31,공립,본교,운영,강원도 삼척시 원덕읍 임원리  921,강원도 삼척시 원덕읍 삼척로  1313,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,,37.2409950,129.3369759,2017-09-05
강원도,삼척시,B000009802,원덕중학교,중학교,1952-07-02,공립,본교,운영,강원도 삼척시 원덕읍 호산리  370,강원도 삼척시 원덕읍 삼척로  480,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,,37.1785188,129.3324963,2017-09-05
강원도,삼척시,B000009803,미로중학교,중학교,1971-04-21,공립,본교,운영,강원도 삼척시 미로면 하거노리  449,강원도 삼척시 미로면 강원남부로  3907,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,,37.4107847,129.1043317,2017-09-05
강원도,삼척시,B000009804,근덕중학교,중학교,1951-09-01,공립,본교,운영,강원도 삼척시 근덕면 교가리  540,강원도 삼척시 근덕면 삼척로  3700,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,,37.3850179,129.2254999,2017-09-05
강원도,삼척시,B000009805,장호중학교,중학교,1964-01-11,공립,본교,운영,강원도 삼척시 근덕면 장호리  201,강원도 삼척시 근덕면 삼척로  2101,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,,37.2836892,129.3116567,2017-09-05
강원도,삼척시,B000009806,도계중학교,중학교,1952-03-31,공립,본교,운영,강원도 삼척시 도계읍 도계리  287-3,강원도 삼척시 도계읍 도계느티로  15,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,2013-11-29,37.2326418,129.0486977,2017-09-05
강원도,삼척시,B000009807,도계여자중학교,중학교,1970-07-09,공립,본교,운영,강원도 삼척시 도계읍 도계리  256,,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,,37.2309870,129.0493921,2017-09-05
강원도,삼척시,B000009808,가곡중학교,중학교,1974-01-05,공립,본교,운영,강원도 삼척시 가곡면 오저리  88,강원도 삼척시 가곡면 가곡천로  1427,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,,37.1457278,129.2056453,2017-09-05
강원도,삼척시,B000009809,소달중학교,중학교,1985-12-24,공립,본교,운영,강원도 삼척시 도계읍 고사리  197-7,강원도 삼척시 도계읍 소달1길  30,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,,37.2770971,129.0621680,2017-09-05
강원도,삼척시,B000009810,하장중학교,중학교,1969-02-22,공립,본교,운영,강원도 삼척시 하장면 광동리  138,강원도 삼척시 하장면 백두대간로  2600,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,,37.3523909,128.9350461,2017-09-05
강원도,강릉시,B000004921,영동초등학교,초등학교,1985-06-07,공립,본교,운영,강원도 강릉시 교동 1038,,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2017-08-23,37.7599856,128.8868032,2017-09-05
강원도,강릉시,B000004922,남산초등학교,초등학교,1983-04-20,공립,본교,운영,강원도 강릉시 내곡동  125-4,강원도 강릉시 남산초교길  33(내곡동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.7448876,128.8920663,2017-09-05
강원도,강릉시,B000004923,노암초등학교,초등학교,1979-03-15,공립,본교,운영,강원도 강릉시 노암동  415-2,강원도 강릉시 노암등길  71(노암동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.7416468,128.9020103,2017-09-05
강원도,강릉시,B000004924,옥천초등학교,초등학교,1943-07-06,공립,본교,운영,강원도 강릉시 옥천동  112-1,,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,,37.7565638,128.9028488,2017-09-05
강원도,강릉시,B000004925,성덕초등학교,초등학교,1935-12-02,공립,본교,운영,강원도 강릉시 입암동 625-1,강원도 강릉시 용지로 60(입암동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2017-08-09,37.7569216,128.9103798,2017-09-05
강원도,강릉시,B000004926,포남초등학교,초등학교,1981-09-01,공립,본교,운영,강원도 강릉시 포남동 1085,강원도 강릉시 가작로287번길 20(포남동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2017-08-09,37.7726944,128.9060587,2017-09-05
강원도,강릉시,B000004927,남강초등학교,초등학교,1987-03-01,공립,본교,운영,강원도 강릉시 포남동 1278-117,강원도 강릉시 경강로2310번길 7(포남동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2017-08-23,37.7674851,128.9148390,2017-09-05
강원도,동해시,B000004953,망상초등학교,초등학교,1943-07-04,공립,본교,운영,강원도 동해시 망상동  353-1,강원도 동해시 동해대로  6251(망상동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.5905735,129.0905095,2017-09-05
강원도,평창군,B000005118,횡계초등학교,초등학교,1967-05-06,공립,본교,운영,강원도 평창군 대관령면 횡계리 304-3,강원도 평창군 대관령면 꽃밭양지길 16-3,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2017-07-28,37.6759781,128.7110932,2017-09-05
강원도,평창군,B000005119,계촌초등학교,초등학교,1937-09-19,공립,본교,운영,강원도 평창군 방림면 계촌리 1478-2,강원도 평창군 방림면 계촌길 63,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2017-07-20,37.4526811,128.3042391,2017-09-05
강원도,평창군,B000005120,방림초등학교,초등학교,1937-09-01,공립,본교,운영,강원도 평창군 방림면 방림리  1344,강원도 평창군 방림면 방림1길  9,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2013-12-02,37.4279585,128.3916940,2017-09-05
강원도,평창군,B000005121,가평초등학교,초등학교,1945-09-01,공립,본교,운영,강원도 평창군 대화면 하안미리  417,강원도 평창군 대화면 가평로  400,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,,37.4474981,128.4820416,2017-09-05
강원도,평창군,B000005123,신리초등학교,초등학교,1941-08-24,공립,본교,운영,강원도 평창군 대화면 신리  574,강원도 평창군 대화면 하송빈1길  23,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,,37.5370962,128.4569061,2017-09-05
강원도,평창군,B000005124,면온초등학교,초등학교,1941-09-15,공립,본교,운영,강원도 평창군 봉평면 면온리 683-1,강원도 평창군 봉평면 태기로 493-11,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2017-07-28,37.5648575,128.3497786,2017-09-05
강원도,평창군,B000005125,속사초등학교,초등학교,1942-07-15,공립,본교,운영,강원도 평창군 용평면 속사리 352,강원도 평창군 용평면 운두령로 100,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2016-03-29,37.6462249,128.4923738,2017-09-05
강원도,평창군,B000005126,거문초등학교,초등학교,1947-07-31,공립,본교,운영,강원도 평창군 진부면 거문리 240,,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2017-07-28,37.6044565,128.5318811,2017-09-05
강원도,평창군,B000005127,대관령초등학교,초등학교,1932-10-02,공립,본교,운영,강원도 평창군 대관령면 차항리 55-1,,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2017-07-28,37.6888588,128.6935240,2017-09-05
강원도,평창군,B000005128,도성초등학교,초등학교,1941-04-01,공립,본교,운영,강원도 평창군 대관령면 유천리 760-1,강원도 평창군 대관령면 경강로 4177-6,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2017-07-28,37.6706853,128.5997473,2017-09-05
강원도,정선군,B000005131,정선초등학교,초등학교,1912-06-01,공립,본교,운영,강원도 정선군 정선읍 봉양리  306,강원도 정선군 정선읍 비봉로  15,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.3815945,128.6598910,2017-09-05
강원도,정선군,B000005132,벽탄초등학교,초등학교,1931-05-31,공립,본교,운영,강원도 정선군 정선읍 용탄리  697-1,강원도 정선군 정선읍 벽탄길  32,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.3946688,128.6011389,2017-09-05
강원도,정선군,B000005133,봉양초등학교,초등학교,1976-02-10,공립,본교,운영,강원도 정선군 정선읍 봉양리  1-10,강원도 정선군 정선읍 녹송7길  1,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.3865793,128.6694939,2017-09-05
강원도,정선군,B000005134,갈래초등학교,초등학교,1963-03-28,공립,본교,운영,강원도 정선군 고한읍 고한리  29-41,,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.1947463,128.8664111,2017-09-05
강원도,정선군,B000005135,고한초등학교,초등학교,1968-03-01,공립,본교,운영,강원도 정선군 고한읍 고한리  74,강원도 정선군 고한읍 고한4길  11,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.2029432,128.8532265,2017-09-05
강원도,정선군,B000005136,예미초등학교,초등학교,1934-10-20,공립,본교,운영,강원도 정선군 신동읍 예미리  616-5,,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.2207702,128.6456403,2017-09-05
강원도,정선군,B000005137,함백초등학교,초등학교,1943-10-05,공립,본교,운영,강원도 정선군 신동읍 조동리  193,강원도 정선군 신동읍 조동6길  17-12,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.2159746,128.6724958,2017-09-05
강원도,정선군,B000005138,증산초등학교,초등학교,1945-03-31,공립,본교,운영,강원도 정선군 남면 무릉리  412-5,강원도 정선군 남면 민둥산로  12,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.2542676,128.7809679,2017-09-05
강원도,정선군,B000005139,남선초등학교,초등학교,1939-07-07,공립,본교,운영,강원도 정선군 남면 문곡리  100-1,강원도 정선군 남면 칠현로  70,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.2686847,128.7410284,2017-09-05
강원도,정선군,B000005140,여량초등학교,초등학교,1933-03-05,공립,본교,운영,강원도 정선군 여량면 여량리  80,강원도 정선군 여량면 서동로  2950,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.4720139,128.7279655,2017-09-05
강원도,정선군,B000005141,북평초등학교,초등학교,1973-03-28,공립,본교,운영,강원도 정선군 북평면 북평리  63,강원도 정선군 북평면 서동로  2170,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.4546732,128.6739365,2017-09-05
강원도,정선군,B000005142,남평초등학교,초등학교,1940-08-28,공립,본교,운영,강원도 정선군 북평면 남평리  396,,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.4313607,128.6633906,2017-09-05
강원도,정선군,B000005143,화동초등학교,초등학교,1923-06-05,공립,본교,운영,강원도 정선군 화암면 화암리  380,강원도 정선군 화암면 그림바위길  66-20,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.3387299,128.7873546,2017-09-05
강원도,정선군,B000005144,임계초등학교,초등학교,1992-07-15,공립,본교,운영,강원도 정선군 임계면 송계리  746-2,강원도 정선군 임계면 송계1길  7,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,,37.4961095,128.8482432,2017-09-05
강원도,동해시,B000004954,동해초등학교,초등학교,1989-03-01,공립,본교,운영,강원도 동해시 용정동  475-3,강원도 동해시 봉오주택길  22(용정동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.5117242,129.1206349,2017-09-05
강원도,동해시,B000004955,북삼초등학교,초등학교,1946-02-07,공립,본교,운영,강원도 동해시 지흥동  124-1,강원도 동해시 지양길  77(지흥동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.4954825,129.1010901,2017-09-05
강원도,동해시,B000004956,청운초등학교,초등학교,2002-09-01,공립,본교,운영,강원도 동해시 쇄운동  75,강원도 동해시 청운로  60(쇄운동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.4850066,129.1040222,2017-09-05
강원도,동해시,B000004957,북평초등학교,초등학교,1918-05-10,공립,본교,운영,강원도 동해시 북평동  25-6,강원도 동해시 오일장1길  22(북평동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.4820862,129.1243231,2017-09-05
강원도,동해시,B000004958,삼화초등학교,초등학교,1942-05-27,공립,본교,운영,강원도 동해시 이로동  32-12,강원도 동해시 파수길  38(이로동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.4850989,129.0686601,2017-09-05
강원도,동해시,B000004959,송정초등학교,초등학교,1938-04-29,공립,본교,운영,강원도 동해시 송정동  1058,강원도 동해시 동해역길  25(송정동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.4945292,129.1229464,2017-09-05
강원도,동해시,B000004960,천곡초등학교,초등학교,1993-12-31,공립,본교,운영,강원도 동해시 천곡동  320-1,강원도 동해시 동굴로  33(천곡동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.5175755,129.1080600,2017-09-05
강원도,동해시,B000004961,동해중앙초등학교,초등학교,1941-07-01,공립,본교,운영,강원도 동해시 천곡동  793,강원도 동해시 천곡로  35(천곡동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.5253198,129.1090244,2017-09-05
강원도,동해시,B000004962,동해삼육초등학교,초등학교,1946-04-01,사립,본교,운영,강원도 동해시 천곡동  566-1,강원도 동해시 동해대로  5367(천곡동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,,37.5219112,129.1008325,2017-09-05
